Local time in New York / La Guardia (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
08.06.2018 17:00,26.1,763,763.9,-0.8,52,Wind blowing from the south,6,,,70 – 80%., ,,,,,,,1500-2000,,,16,15.6,,,,,,
08.06.2018 14:00,27.8,763.8,764.7,-1.3,42,,3,,,70 – 80%., ,,,17.8,28.3,,,1500-2000,,,16,13.9,,,,,,
08.06.2018 11:00,24.4,765.1,766,0,58,Wind blowing from the north,2,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,15.6,,,,,,
08.06.2018 08:00,19.4,765.1,766,0.3,71,Wind blowing from the south-southwest,3,,,70 – 80%., ,,,16.7,21.7,,,"2500 or more, or no clouds.",,,16,13.9,,,,,,
08.06.2018 05:00,16.7,764.8,765.7,-0.3,80,Wind blowing from the south-west,3,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16,13.3,,,,,,
08.06.2018 02:00,16.7,765.1,765.9,0,80,Wind blowing from the south,2,,,20–30%., ,,,16.1,17.8,,,"2500 or more, or no clouds.",,,16,13.3,,,,,,
07.06.2018 23:00,16.7,765.1,766,1.3,80,Wind blowing from the south,4,,,70 – 80%., ,,,,,,,300-600,,,16,13.3,,,,,,
07.06.2018 20:00,17.8,763.8,764.6,0.3,65,Wind blowing from the south,6,,,50%., ,,,16.1,21.7,,,2000-2500,,,16,11.1,,,,,,
07.06.2018 17:00,20.6,763.5,764.5,-0.5,51,Wind blowing from the south,6,10,,50%., ,,,,,,,1000-1500,,,16,10,,,,,,
07.06.2018 14:00,21.7,764,764.9,-0.5,49,Wind blowing from the south-southeast,7,,,20–30%., ,,,16.7,21.7,,,600-1000,,,16,10.6,,,,,,
07.06.2018 11:00,18.3,764.5,765.4,1,68,Wind blowing from the south-southeast,3,,,100%., ,,,,,,,300-600,,,16,12.2,,,,,,
07.06.2018 08:00,16.7,763.5,764.6,1.3,78,Wind blowing from the south,4,,,100%., ,,,15.6,,,,300-600,,,16,12.8,,,,,,
07.06.2018 05:00,16.1,762.2,763.2,1,78,Wind blowing from the south-southeast,3,,,100%., ,,,,,,,2000-2500,,,16,12.2,,,,,,
07.06.2018 02:00,16.1,761.2,762.3,-0.3,78,Wind blowing from the south,3,,,100%., ,,,15.6,16.7,,,2000-2500,,,16,12.2,,,,,,
06.06.2018 23:00,15.6,761.5,762.4,1.5,78,Wind blowing from the south,4,,,100%., ,,,,,,,2000-2500,,,16,11.7,,,,,,
06.06.2018 20:00,16.7,760,760.9,1.5,65,Wind blowing from the south,5,,,70 – 80%., ,,,15.6,21.7,,,600-1000,,,16,10,,,,,,
06.06.2018 17:00,19.4,758.5,759.3,1.1,59,Wind blowing from the south,4,,,70 – 80%., ,,,,,,,1500-2000,,,16,11.1,,,,,,
06.06.2018 14:00,20.6,757.4,758.5,0,45,,2,,,70 – 80%., ,,,16.7,21.7,,,1500-2000,,,16,8.3,,,,,,
06.06.2018 11:00,18.9,757.4,758.3,1,50,Wind blowing from the north-east,4,,,70 – 80%., ,,,,,,,1000-1500,,,16,8.3,,,,,,
06.06.2018 08:00,16.7,756.4,757.4,1.8,60,Wind blowing from the north-east,4,,,70 – 80%., ,,,15.6,25,,,2000-2500,,,16,8.9,,,,,,
06.06.2018 05:00,16.1,754.6,755.6,0.5,58,Wind blowing from the north-east,3,,,100%., ,,,,,,,2000-2500,,,16,7.8,,,,,,
06.06.2018 02:00,16.7,754.1,755,0.5,60,Wind blowing from the north-east,3,,,70 – 80%., ,,,15,22.2,,,2000-2500,,,16,8.9,,,,,,
05.06.2018 23:00,18.3,753.6,754.6,1.5,52,Wind blowing from the north,3,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16,8.3,,,,,,
05.06.2018 20:00,21.7,752.1,753.1,1.1,47,Wind blowing from the north-northwest,5,,,50%., ,,,15,25,,,1500-2000,,,16,10,Trace of precipitation,6,,,,
05.06.2018 17:00,23.3,751,752.1,0,43,Wind blowing from the west,6,10,,70 – 80%., ,,,,,,,1500-2000,,,16,10,Trace of precipitation,3,,,,
05.06.2018 14:00,23.9,751,752.2,-1.6,40,Wind blowing from the west,7,,,70 – 80%., ,,,17.8,25,,,1500-2000,,,16,9.4,,,,,,
05.06.2018 11:00,23.3,752.6,753.7,-1.3,37,Wind blowing from the south-west,7,10,,70 – 80%., ,,,,,,,1500-2000,,,16,7.8,,,,,,
05.06.2018 08:00,18.9,753.9,754.8,0.3,52,Wind blowing from the south-southwest,5,,,20–30%., ,,,15,22.2,,,2000-2500,,,16,8.9,,,,,,
05.06.2018 05:00,15.6,753.6,754.6,-0.5,78,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,16,11.7,,,,,,
05.06.2018 02:00,16.1,754.1,755,0,78,"Calm, no wind",0,,,no clouds, ,,,11.1,21.7,,,,,,16,12.2,,,,,,
04.06.2018 23:00,16.7,754.1,755.2,1,80,Wind blowing from the east,3,,,20–30%., ,,,,,,,2000-2500,,,16,13.3,,,,,,
04.06.2018 20:00,21.1,753.1,754.1,0,59,Wind blowing from the south,3,,,70 – 80%., ,,,11.1,22.2,,,1000-1500,,,16,12.8,,,,,,
04.06.2018 17:00,21.1,753.1,754,-0.8,59,Wind blowing from the east-northeast,4,,,20–30%., ,,,,,,,600-1000,,,16,12.8,,,,,,
04.06.2018 14:00,18.3,753.9,754.9,-1.3,66,Wind blowing from the north-northeast,3,,,70 – 80%., ,,,12.2,18.3,,,600-1000,,,16,11.7,Trace of precipitation,6,,,,
04.06.2018 11:00,15.6,755.2,756.2,-1.2,72,Wind blowing from the east-northeast,6,,,70 – 80%., ,,,,,,,300-600,,,16,10.6,Trace of precipitation,3,,,,
04.06.2018 08:00,12.2,756.4,757.4,0,87,Wind blowing from the north-northeast,5,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,11.1,19.4,,,200-300,,,12,10,9,6,,,,
04.06.2018 05:00,12.2,756.4,757.3,-1.2,87,Wind blowing from the east-northeast,7,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,300-600,,,16,10,6,3,,,,
04.06.2018 02:00,11.7,757.6,758.6,-2.1,86,Wind blowing from the east-northeast,7,,,100%., ,,,11.1,18.3,,,200-300,,,16,9.4,8,6,,,,
03.06.2018 23:00,12.8,759.7,760.6,0,77,Wind blowing from the east,6,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,600-1000,,,16,8.9,0.5,3,,,,
03.06.2018 20:00,15.6,759.7,760.7,0,65,Wind blowing from the east-southeast,7,,,100%., ,,,15.6,18.3,,,600-1000,,,16,8.9,,,,,,
03.06.2018 17:00,17.8,759.7,760.8,-1.5,60,Wind blowing from the east-southeast,7,10,,100%., ,,,,,,,600-1000,,,16,10,,,,,,
03.06.2018 14:00,17.2,761.2,762.2,-0.3,63,Wind blowing from the east-southeast,5,,,100%., ,,,16.7,18.3,,,600-1000,,,16,10,Trace of precipitation,6,,,,
03.06.2018 11:00,17.2,761.5,762.5,0,70,Wind blowing from the north-east,6,,,100%., ,,,,,,,600-1000,,,16,11.7,,,,,,
03.06.2018 08:00,17.2,761.5,762.5,1,60,Wind blowing from the east,5,,,100%., ,,,16.7,30.6,,,600-1000,,,16,9.4,Trace of precipitation,6,,,,
03.06.2018 05:00,17.2,760.5,761.3,1.6,73,Wind blowing from the east,8,,,100%., ,,,,,,,1000-1500,,,16,12.2,Trace of precipitation,3,,,,
03.06.2018 02:00,18.3,758.9,759.9,1.3,84,Wind blowing from the east,4,,,100%., ,,,18.3,25,,,300-600,,,16,15.6,0.5,6,,,,
02.06.2018 23:00,23.3,757.6,758.5,2,74,Wind blowing from the east-southeast,8,10,,100%., ,,,,,,,300-600,,,16,18.3,,,,,,
02.06.2018 20:00,24.4,755.6,756.7,1,72,Wind blowing from the north-east,3,,,100%., ,,,20.6,30.6,,,1000-1500,,,16,18.9,,,,,,
02.06.2018 17:00,29.4,754.6,755.5,0.7,55,Wind blowing from the north-east,6,,,70 – 80%., ,,,,,,,1000-1500,,,16,19.4,,,,,,
02.06.2018 14:00,28.9,753.9,754.9,-0.2,57,Wind blowing from the north,6,8,,70 – 80%., ,,,22.8,30.6,,,1000-1500,,,16,19.4,,,,,,
02.06.2018 11:00,28.3,754.1,755.2,0.2,61,Wind blowing from the east-northeast,3,,,70 – 80%., ,,,,,,,1000-1500,,,16,20,,,,,,
02.06.2018 08:00,24.4,753.9,754.9,0.5,74,Wind blowing from the north,3,,,70 – 80%., ,,,20.6,27.8,,,"2500 or more, or no clouds.",,,16,19.4,,,,,,
02.06.2018 05:00,21.1,753.4,754.3,-0.5,84,Wind blowing from the north-west,2,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,18.3,,,,,,
02.06.2018 02:00,20.6,753.9,754.8,-0.2,90,"Calm, no wind",0,,,70 – 80%., ,,,17.8,23.9,,,"2500 or more, or no clouds.",,,11,18.9,Trace of precipitation,6,,,,
01.06.2018 23:00,22.8,754.1,755.2,0,81,Wind blowing from the south-southeast,3,,,70 – 80%., ,,,,,,,2000-2500,,,16,19.4,,,,,,
01.06.2018 20:00,23.9,754.1,755.2,0,79,Wind blowing from the south,4,,,70 – 80%., ,,,17.8,27.8,,,1000-1500,,,16,20,,,,,,
01.06.2018 17:00,26.1,754.1,755.2,-1.5,69,Wind blowing from the north-northwest,3,,,70 – 80%., ,,,,,,,600-1000,,,16,20,,,,,,
01.06.2018 14:00,23.3,755.6,756.7,-1.1,76,Wind blowing from the north-east,5,,,70 – 80%., ,,,17.2,23.9,,,300-600,,,12,18.9,0.5,6,,,,
01.06.2018 11:00,21.1,756.7,757.6,0,87,Wind blowing from the east-northeast,3,,,100%.,Mist. ,,,,,,,200-300,,,4.8,18.9,0.5,3,,,,
01.06.2018 08:00,17.8,756.7,757.7,0,93,Wind blowing from the north-east,3,,,,"Rain, not freezing, continuous, slight at time of observation. ",,,17.8,21.1,,,50-100,,,0.2,16.7,0.8,6,,,,
01.06.2018 05:00,17.8,756.7,757.5,-0.9,96,Wind blowing from the north-east,2,,,Sky obscured by fog and/or other meteorological phenomena.,Fog or ice fog in patches. ,,,,,,,50-100,,,0.2,17.2,,,,,,
01.06.2018 02:00,18.9,757.6,758.8,-1.3,93,Wind blowing from the south-east,3,,,100%.,Mist. ,,,16.7,19.4,,,50-100,,,0.4,17.8,Trace of precipitation,6,,,,
31.05.2018 23:00,18.9,758.9,760,-0.3,96,,2,,,100%.,Mist. ,,,,,,,50-100,,,0.8,18.3,Trace of precipitation,3,,,,
31.05.2018 20:00,19.4,759.2,760.2,-0.8,93,Wind blowing from the south-east,3,,,100%.,Mist. ,,,16.7,21.1,,,50-100,,,0.8,18.3,0.3,6,,,,
31.05.2018 17:00,20,760,761,-1.5,93,,2,,,100%.,Mist. ,,,,,,,100-200,,,1.2,18.9,0.3,3,,,,
31.05.2018 14:00,17.8,761.5,762.4,-0.7,93,Wind blowing from the north-east,4,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,16.7,18.9,,,200-300,,,3.2,16.7,1,6,,,,
31.05.2018 11:00,18.3,762.2,763.1,-0.5,78,Wind blowing from the north-east,5,,,100%., ,,,,,,,300-600,,,16,14.4,Trace of precipitation,3,,,,
31.05.2018 08:00,17.2,762.7,763.7,0,84,Wind blowing from the north-east,4,,,100%., ,,,15.6,,,,600-1000,,,16,14.4,,,,,,
31.05.2018 05:00,16.7,762.7,763.6,-0.6,84,Wind blowing from the east-northeast,4,,,100%., ,,,,,,,600-1000,,,16,13.9,,,,,,
31.05.2018 02:00,16.7,763.3,764.2,-0.7,90,Wind blowing from the north-east,4,,,100%., ,,,15.6,18.9,,,600-1000,,,16,15,,,,,,
30.05.2018 23:00,16.7,764,765,0,84,Wind blowing from the east-northeast,3,,,100%., ,,,,,,,200-300,,,16,13.9,,,,,,
30.05.2018 20:00,17.8,764,764.9,0.2,75,Wind blowing from the south-east,4,,,50%., ,,,17.2,25,,,300-600,,,16,13.3,,,,,,
30.05.2018 17:00,22.8,763.8,764.7,-0.4,59,Wind blowing from the south,5,,,50%., ,,,,,,,300-600,,,16,14.4,,,,,,
30.05.2018 14:00,22.2,764.2,765.3,-0.3,73,Wind blowing from the north-east,6,,,50%., ,,,17.2,22.8,,,600-1000,,,16,17.2,Trace of precipitation,6,,,,
30.05.2018 11:00,18.3,764.5,765.6,0.5,87,Wind blowing from the north-east,5,,,100%.,Mist. ,,,,,,,100-200,,,9,16.1,Trace of precipitation,3,,,,
30.05.2018 08:00,17.2,764,765,1.3,97,Wind blowing from the north-east,4,,,100%.,"Drizzle, not freezing, continuous, slight at time of observation. ",,,17.2,30.6,,,50-100,,,0.8,16.7,Trace of precipitation,6,,,,
30.05.2018 05:00,17.8,762.7,763.7,0.9,90,Wind blowing from the east,2,,,100%.,Mist. ,,,,,,,50-100,,,9,16.1,,,,,,
30.05.2018 02:00,18.3,761.8,762.8,0.6,90,Wind blowing from the north-east,4,,,20–30%., ,,,17.8,25.6,,,"2500 or more, or no clouds.",,,12,16.7,,,,,,
29.05.2018 23:00,23.9,761.2,762.2,1,71,Wind blowing from the east-southeast,4,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16,18.3,,,,,,
29.05.2018 20:00,25.6,760.2,761.2,0.8,62,Wind blowing from the south,4,,,50%., ,,,17.8,30.6,,,"2500 or more, or no clouds.",,,16,17.8,,,,,,
29.05.2018 17:00,28.9,759.4,760.4,-0.6,51,Wind blowing from the south-southeast,5,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,17.8,,,,,,
29.05.2018 14:00,30,760,761,-0.5,46,,2,,,50%., ,,,16.1,30,,,1500-2000,,,16,17.2,,,,,,
29.05.2018 11:00,25.6,760.5,761.4,-0.2,67,"Calm, no wind",0,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,18.9,,,,,,
29.05.2018 08:00,20.6,760.7,761.6,0.2,81,Wind blowing from the south-west,2,,,100%.,Haze. ,,,15.6,21.1,,,200-300,,,9,17.2,,,,,,
29.05.2018 05:00,18.9,760.5,761.3,-0.4,84,Wind blowing from the south-southwest,4,,,100%., ,,,,,,,300-600,,,16,16.1,,,,,,
29.05.2018 02:00,17.8,760.9,762,-0.9,81,Wind blowing from the south,3,,,100%., ,,,13.3,17.8,,,300-600,,,16,14.4,,,,,,
28.05.2018 23:00,16.7,761.8,762.6,0,80,Wind blowing from the south,3,,,100%., ,,,,,,,600-1000,,,16,13.3,,,,,,
28.05.2018 20:00,16.1,761.8,762.7,0.3,81,Wind blowing from the south,4,,,100%., ,,,13.3,21.1,,,300-600,,,16,12.8,,,,,,
28.05.2018 17:00,20.6,761.5,762.4,-1.2,66,Wind blowing from the south-southeast,6,,,100%., ,,,,,,,600-1000,,,16,13.9,,,,,,
28.05.2018 14:00,18.9,762.7,763.7,-1.1,65,Wind blowing from the south,3,,,100%., ,,,13.9,19.4,,,600-1000,,,16,12.2,,,,,,
28.05.2018 11:00,15,763.8,764.7,0.5,78,Wind blowing from the north-east,2,,,100%., ,,,,,,,300-600,,,16,11.1,,,,,,
28.05.2018 08:00,13.9,763.3,764.1,0.8,81,Wind blowing from the east,2,,,100%., ,,,13.3,,,,300-600,,,16,10.6,Trace of precipitation,6,,,,
28.05.2018 05:00,13.3,762.5,763.4,-0.8,84,Wind blowing from the north-northeast,4,,,100%., ,,,,,,,300-600,,,16,10.6,Trace of precipitation,3,,,,
28.05.2018 02:00,13.3,763.3,764.2,-0.5,81,Wind blowing from the east-northeast,6,,,100%., ,,,13.3,,,,300-600,,,16,10,,,,,,
27.05.2018 23:00,13.9,763.8,764.7,1.1,81,Wind blowing from the east-northeast,7,,,100%., ,,,,,,,300-600,,,16,10.6,,,,,,
27.05.2018 20:00,15,762.7,763.6,0.7,78,Wind blowing from the east-northeast,7,10,,100%., ,,,15,18.3,,,300-600,,,16,11.1,Trace of precipitation,6,,,,
27.05.2018 17:00,16.1,762,763,0,78,Wind blowing from the east-northeast,10,14,,100%., ,,,,,,,300-600,,,16,12.2,Trace of precipitation,3,,,,
27.05.2018 14:00,16.7,762,763,0.2,84,Wind blowing from the east-northeast,9,12,,100%., ,,,16.1,26.7,,,300-600,,,16,13.9,10,6,,,,
27.05.2018 11:00,16.7,761.8,762.7,1.3,90,Wind blowing from the north-east,5,,,100%.,Mist. ,,,,,,,200-300,,,9,15,10,3,,,,
27.05.2018 08:00,18.3,760.5,761.4,1.8,87,Wind blowing from the east-northeast,6,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,18.3,33.3,,,600-1000,,,12,16.1,3,6,,,,
27.05.2018 05:00,21.7,758.7,759.7,1.5,68,Wind blowing from the east-northeast,5,,,100%., ,,,,,,,600-1000,,,16,15.6,,,,,,
27.05.2018 02:00,27.2,757.2,758.1,0,61,Wind blowing from the south-southwest,2,,,70 – 80%., ,,,23.9,28.3,,,"2500 or more, or no clouds.",,,16,18.9,,,,,,
26.05.2018 23:00,26.7,757.2,758.2,1.3,58,"Calm, no wind",0,,,70 – 80%., ,,,,,,,1500-2000,,,16,17.8,,,,,,
26.05.2018 20:00,28.3,755.9,757,0.7,57,Wind blowing from the south,4,,,70 – 80%., ,,,23.9,33.3,,,1500-2000,,,16,18.9,,,,,,
26.05.2018 17:00,30.6,755.2,756.1,-0.2,51,Wind blowing from the south,5,,,70 – 80%., ,,,,,,,1500-2000,,,16,19.4,,,,,,
26.05.2018 14:00,32.8,755.4,756.3,-1,39,Wind blowing from the south-southwest,6,8,,70 – 80%., ,,,25,32.8,,,1500-2000,,,16,17.2,,,,,,
26.05.2018 11:00,28.9,756.4,757.3,0,51,Wind blowing from the west-northwest,3,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,17.8,,,,,,
26.05.2018 08:00,25,756.4,757.4,0.5,66,Wind blowing from the south-west,5,,,50%., ,,,23.9,31.7,,,2000-2500,,,16,18.3,,,,,,
26.05.2018 05:00,23.9,755.9,757,-0.5,69,Wind blowing from the west-southwest,6,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16,17.8,,,,,,
26.05.2018 02:00,25,756.4,757.4,-0.5,62,Wind blowing from the south-west,4,8,,no clouds, ,,,20,30,,,,,,16,17.2,,,,,,
25.05.2018 23:00,26.7,756.9,757.8,0.5,47,Wind blowing from the south-west,6,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16,14.4,,,,,,
25.05.2018 20:00,30,756.4,757.5,-0.5,36,Wind blowing from the south-west,6,,,50%., ,,,20,31.7,,,"2500 or more, or no clouds.",,,16,13.3,,,,,,
25.05.2018 17:00,31.1,756.9,757.9,-1.8,29,Wind blowing from the south-west,8,12,,70 – 80%., ,,,,,,,1500-2000,,,16,11.1,,,,,,
25.05.2018 14:00,30.6,758.7,759.7,-1.8,25,Wind blowing from the south-west,7,11,,70 – 80%., ,,,22.8,30.6,,,"2500 or more, or no clouds.",,,16,8.3,,,,,,
25.05.2018 11:00,27.8,760.5,761.5,-1.3,32,Wind blowing from the west-southwest,4,8,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16,9.4,,,,,,
25.05.2018 08:00,22.8,761.8,762.8,-0.2,46,Wind blowing from the south-west,4,,,no clouds, ,,,20,30,,,,,,16,10.6,,,,,,
25.05.2018 05:00,20.6,762,763,-0.7,51,Wind blowing from the south-west,3,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16,10,,,,,,
25.05.2018 02:00,21.7,762.7,763.6,-0.3,41,Wind blowing from the west-southwest,5,9,,no clouds, ,,,18.9,24.4,,,,,,16,7.8,,,,,,
24.05.2018 23:00,23.3,763,763.9,0.5,32,Wind blowing from the south-southwest,5,,,no clouds, ,,,,,,,,,,16,5.6,,,,,,
24.05.2018 20:00,24.4,762.5,763.4,0,27,Wind blowing from the south,5,,,no clouds, ,,,18.9,30,,,,,,16,4.4,,,,,,
24.05.2018 17:00,29.4,762.5,763.6,-1,20,Wind blowing from the south-west,3,,,no clouds, ,,,,,,,,,,16,3.9,,,,,,
24.05.2018 14:00,26.7,763.5,764.6,-0.7,20,Wind blowing from the north-east,3,,,20–30%., ,,,20,27.2,,,"2500 or more, or no clouds.",,,16,2.2,,,,,,
24.05.2018 11:00,23.9,764.2,765.3,0.2,24,Wind blowing from the north,6,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16,2.2,,,,,,
24.05.2018 08:00,20,764,765,2,57,Wind blowing from the west-northwest,3,,,20–30%., ,,,18.9,27.8,,,"2500 or more, or no clouds.",,,16,11.1,,,,,,
24.05.2018 05:00,18.9,762,763,0.5,63,Wind blowing from the north-west,3,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16,11.7,,,,,,
24.05.2018 02:00,20.6,761.5,762.4,0.8,51,Wind blowing from the north-northwest,3,,,no clouds, ,,,14.4,25.6,,,,,,16,10,,,,,,
23.05.2018 23:00,24.4,760.7,761.7,1.3,39,Wind blowing from the west-northwest,6,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16,9.4,,,,,,
23.05.2018 20:00,25,759.4,760.5,0.5,39,Wind blowing from the north-west,6,,,50%., ,,,14.4,27.8,,,2000-2500,,,16,10,,,,,,
23.05.2018 17:00,27.8,758.9,760,-0.5,35,Wind blowing from the north-west,3,,,50%., ,,,,,,,1500-2000,,,16,11.1,,,,,,
23.05.2018 14:00,23.9,759.4,760.3,0,55,Wind blowing from the north-west,4,,,50%., ,,,13.3,23.9,,,600-1000,,,16,14.4,,,,,,
23.05.2018 11:00,21.7,759.4,760.3,0.7,71,Wind blowing from the north-northwest,5,,,70 – 80%., ,,,,,,,600-1000,,,16,16.1,,,,,,
23.05.2018 08:00,17.8,758.7,759.7,0.2,84,Wind blowing from the west,2,,,70 – 80%., ,,,13.9,21.1,,,300-600,,,16,15,5,6,,,,
23.05.2018 05:00,15.6,758.5,759.4,-0.7,93,"Calm, no wind",0,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,100-200,,,4.8,14.4,5,3,,,,
23.05.2018 02:00,14.4,759.2,760.2,-1.3,90,Wind blowing from the north-east,3,,,100%.,Mist. ,,,13.9,20,,,200-300,,,4.8,12.8,,,,,,
22.05.2018 23:00,14.4,760.5,761.5,-0.7,90,Wind blowing from the east,2,,,100%., ,,,,,,,200-300,,,12,12.8,,,,,,
22.05.2018 20:00,13.9,761.2,762.1,-1,90,Wind blowing from the north-east,3,,,100%.,Mist. ,,,13.3,21.1,,,200-300,,,9,12.2,5,6,,,,
22.05.2018 17:00,14.4,762.2,763.2,-1.3,75,Wind blowing from the north-east,3,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,300-600,,,11,10,5,3,,,,
22.05.2018 14:00,18.3,763.5,764.6,-1.3,56,Wind blowing from the south,5,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,17.8,21.1,,,1500-2000,,,16,9.4,Trace of precipitation,6,,,,
22.05.2018 11:00,18.9,764.8,765.7,-0.3,65,Wind blowing from the south,4,,,100%., ,,,,,,,1000-1500,,,16,12.2,Trace of precipitation,3,,,,
22.05.2018 08:00,20,765.1,766,0.6,59,"Calm, no wind",0,,,70 – 80%., ,,,17.8,,,,2000-2500,,,16,11.7,,,,,,
22.05.2018 05:00,18.3,764.5,765.6,-0.3,52,Wind blowing from the south-southeast,2,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,8.3,,,,,,
22.05.2018 02:00,18.3,764.8,765.7,0,47,Wind blowing from the south,3,,,70 – 80%., ,,,15.6,20,,,"2500 or more, or no clouds.",,,16,6.7,,,,,,
21.05.2018 23:00,18.9,764.8,765.7,0,52,Wind blowing from the south-southwest,2,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,8.9,,,,,,
21.05.2018 20:00,19.4,764.8,765.7,0.6,53,Wind blowing from the south,5,,,70 – 80%., ,,,15.6,26.1,,,"2500 or more, or no clouds.",,,16,9.4,,,,,,
21.05.2018 17:00,23.3,764.2,765.2,-1.1,38,Wind blowing from the south,6,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,16,8.3,,,,,,
21.05.2018 14:00,24.4,765.3,766.2,-0.7,27,,2,,,50%., ,,,17.8,24.4,,,"2500 or more, or no clouds.",,,16,4.4,,,,,,
21.05.2018 11:00,20.6,766,767,0.2,44,Wind blowing from the east-northeast,4,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,7.8,,,,,,
21.05.2018 08:00,17.8,765.8,766.7,1.8,65,Wind blowing from the north,4,,,20–30%., ,,,15.6,28.9,,,"2500 or more, or no clouds.",,,16,11.1,,,,,,
21.05.2018 05:00,16.1,764,765.1,1,75,Wind blowing from the north-east,2,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,16,11.7,,,,,,
21.05.2018 02:00,18.3,763,763.9,0.8,66,Wind blowing from the north-west,4,,,50%., ,,,12.8,22.8,,,"2500 or more, or no clouds.",,,16,11.7,,,,,,
20.05.2018 23:00,21.1,762.2,763.2,1.7,57,Wind blowing from the north-northwest,6,,,50%., ,,,,,,,1500-2000,,,16,12.2,,,,,,
20.05.2018 20:00,22.8,760.5,761.5,1.8,57,Wind blowing from the north-west,6,,,70 – 80%., ,,,12.8,28.9,,,1500-2000,,,16,13.9,,,,,,
20.05.2018 17:00,25.6,758.7,759.7,-0.2,54,Wind blowing from the north-west,7,10,,70 – 80%., ,,,,,,,1000-1500,,,16,15.6,,,,,,
20.05.2018 14:00,27.2,758.9,759.8,-0.3,53,Wind blowing from the west,7,,,70 – 80%., ,,,12.2,28.3,,,1000-1500,,,16,16.7,,,,,,
20.05.2018 11:00,25,759.2,760.3,-0.8,71,Wind blowing from the west-southwest,5,,,70 – 80%., ,,,,,,,600-1000,,,16,19.4,,,,,,
20.05.2018 08:00,20,760,760.9,0,90,Wind blowing from the south,4,,,100%.,Mist. ,,,12.2,20,,,100-200,,,4.8,18.3,,,,,,
20.05.2018 05:00,14.4,760,761.1,-1.5,93,Wind blowing from the east,2,,,100%.,Fog or ice fog in patches. ,,,,,,,50-100,,,0.4,13.3,,,,,,
20.05.2018 02:00,12.8,761.5,762.4,-1.5,96,"Calm, no wind",0,,,Sky obscured by fog and/or other meteorological phenomena.,Fog or ice fog in patches. ,,,,12.8,,,50-100,,,0.4,12.2,0.5,6,,,,
19.05.2018 23:00,12.2,763,763.9,-0.3,97,Wind blowing from the north-northeast,2,,,,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,50-100,,,0.4,11.7,0.5,3,,,,
19.05.2018 20:00,12.8,763.3,764.2,-1.5,96,Wind blowing from the north-east,3,,,100%.,Fog or ice fog in patches. ,,,10,13.3,,,50-100,,,0.4,12.2,0.8,6,,,,
19.05.2018 17:00,13.3,764.8,765.7,-1.8,90,Wind blowing from the north-east,5,,,100%.,"Drizzle, not freezing, continuous, slight at time of observation. ",,,,,,,50-100,,,2.4,11.7,0.8,3,,,,
19.05.2018 14:00,12.2,766.6,767.5,-1.5,93,Wind blowing from the north-east,5,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,10.6,12.2,,,100-200,,,4.8,11.1,10,6,,,,
19.05.2018 11:00,11.1,768.1,769.1,-1.2,93,Wind blowing from the north-east,6,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,100-200,,,8,10,3,3,,,,
19.05.2018 08:00,10.6,769.3,770.2,0.5,89,Wind blowing from the east-northeast,4,,,100%.,"Rain, not freezing, continuous, moderate at time of observation. ",,,10,19.4,,,200-300,,,8,8.9,5,6,,,,
